1000000,2912,4064
2000000,5662,8108
3000000,8552,12339
4000000,11442,17834
5000000,14233,20935
6000000,17160,27398
7000000,20158,29669
8000000,23007,34062
9000000,25912,38766
10000000,28749,42667
11000000,31712,47515
12000000,34622,54186
13000000,37631,56814
14000000,40482,62971
15000000,43357,65069
16000000,46186,69204
17000000,48835,72994
18000000,50869,76905
19000000,54658,81737
20000000,54041,82648
