1000000,32839
2000000,48890
3000000,65424
4000000,77743
5000000,87478
6000000,98510
7000000,109208
8000000,126323
9000000,132255
10000000,143768
11000000,153260
12000000,168643
13000000,175387
14000000,180590
15000000,194416
16000000,206637
17000000,225866
18000000,231346
19000000,244474
20000000,279827
